id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,economic
132,4,1,11,29,52,2015,1,1971,1,1,1,4,60000,1,120.0,178,159,2,3,3,1,2,3,2,2,4,1,3.0,4.0,1.0,2.0,110000.0,2,3,2,2,3,2,2,3,3,44,0.1600951071809759
133,5,1,15,40,71,2015,2,1991,1,0,2,12,40000,4,70.0,156,98,4,5,5,2,1,5,3,2,5,1,3.0,2.0,1.0,3.0,100000.0,3,2,1,2,1,3,1,4,2,24,0.11214518111982708
134,3,1,16,46,77,2015,1,1974,1,1,1,6,120000,2,100.0,165,120,4,4,4,1,3,3,4,1,6,1,1.0,9.0,1.0,1.0,150000.0,6,2,1,1,3,2,2,3,2,41,0.337205190007343
135,4,1,12,32,61,2015,2,1977,1,1,1,6,30000,1,300.0,158,120,4,3,4,4,4,3,2,2,4,1,2.0,8.0,1.0,4.0,80000.0,3,2,1,2,3,2,2,4,3,38,0.03827976111955486
136,3,2,21,64,100,2015,2,1966,1,1,1,4,10000,1,260.0,163,130,4,4,3,2,2,4,1,4,5,3,,,,,50000.0,4,4,1,2,3,2,1,5,2,49,-0.0761907742322687
137,4,2,18,52,85,2015,1,1992,1,1,1,12,0,2,250.0,174,114,2,2,3,1,1,4,3,4,5,1,5.0,1.0,2.0,3.0,10000.0,3,2,1,2,1,3,2,3,3,23,-0.21657680352804914
138,5,1,21,61,97,2015,2,1947,1,0,9,3,24000,1,174.0,156,120,5,5,5,2,4,4,2,4,7,5,,,,,24000.0,2,4,1,2,7,1,1,4,2,68,-0.1523848313245397
139,4,2,18,54,88,2015,2,1936,1,0,4,1,0,1,200.0,155,80,4,3,2,1,3,2,1,4,6,4,,,,,-2.0,3,3,1,2,3,3,1,5,2,79,-0.24984376023479923
140,3,1,27,80,120,2015,1,1957,1,1,1,6,40000,4,94.0,178,140,5,4,3,5,3,4,1,4,2,1,3.0,38.0,1.0,2.0,50000.0,2,2,0,2,3,3,3,4,2,58,-0.05415634211411008
141,4,1,22,67,107,2015,2,1996,1,1,1,12,0,2,100.0,160,96,4,5,3,2,3,4,3,3,5,6,,,,,50000.0,3,3,1,1,1,-8,-8,3,-8,19,-0.08353558493993272
142,4,2,11,30,53,2015,2,1997,1,1,1,6,0,2,160.0,170,98,5,5,3,1,2,3,5,4,2,6,,,,,10000.0,5,3,1,2,1,2,2,5,-8,18,-0.21657680352708247
143,4,2,26,74,114,2015,2,1993,1,1,1,11,-1,1,150.0,150,80,5,5,4,1,4,2,4,3,5,6,,,,,30000.0,2,2,1,2,1,3,1,2,-8,22,-0.15005692871554493
144,5,2,10,24,46,2015,2,1944,4,0,7,3,-2,1,40.0,150,110,2,2,3,1,4,4,1,5,3,4,,,,,-2.0,1,2,1,2,7,3,3,4,2,71,-0.2498452291979073
145,4,2,27,77,117,2015,1,1983,1,1,1,4,-3,1,70.0,170,120,3,3,3,1,1,3,1,4,3,2,,,,,-2.0,2,2,1,2,1,3,3,5,3,32,-0.24984596367897796
146,5,2,8,19,41,2015,2,1994,4,0,1,4,0,1,30.0,165,110,4,5,5,1,5,4,3,3,4,3,,,,,80000.0,3,3,2,2,3,2,3,4,-8,21,0.01624532900042957
147,4,2,6,15,31,2015,1,1948,1,1,1,3,20000,1,400.0,160,140,4,4,3,1,2,2,1,4,5,3,,,,,30000.0,2,3,1,2,3,2,1,4,2,67,-0.1353665728201129
148,4,2,13,35,65,2015,1,1960,6,0,2,4,15000,1,270.0,167,124,4,3,4,1,4,4,1,4,6,2,,,,,28000.0,2,2,1,2,3,2,2,4,2,55,-0.14569103910378578
149,4,1,27,80,120,2015,1,1996,1,1,1,10,3000,1,85.0,170,135,4,5,5,2,4,5,3,4,7,5,,,,,80000.0,3,3,2,2,1,2,3,2,2,19,0.01844877221243877
150,2,2,6,17,33,2015,1,1969,1,1,1,1,1200,1,50.0,172,140,1,1,2,1,2,4,1,3,3,5,,,,,1200.0,1,2,1,2,1,3,3,3,3,46,-0.2449644943324184
151,3,1,13,37,68,2015,2,1966,1,1,1,6,24000,1,90.0,150,85,4,4,3,5,3,2,1,4,3,5,,,,,24000.0,3,3,1,2,7,2,1,3,2,49,-0.15238483132550643
152,4,1,19,57,93,2015,1,1954,1,1,1,4,30000,4,20.0,170,135,4,5,4,5,2,4,1,2,5,5,,,,,70000.0,2,3,1,2,3,3,2,4,3,61,0.005019456473734145
153,4,2,10,28,51,2015,2,1990,1,1,1,11,0,4,230.0,163,108,5,5,4,1,2,4,2,4,2,1,3.0,1.0,1.0,2.0,-3.0,3,2,1,2,1,2,1,5,3,25,-0.24984708626623056
154,4,2,18,52,86,2015,2,1948,1,1,1,1,1000,1,200.0,158,144,4,4,4,1,1,1,1,3,5,3,,,,,5000.0,2,3,1,2,3,2,1,3,2,67,-0.23247247477980648
155,3,1,16,45,76,2015,2,1966,1,1,1,4,25000,1,150.0,146,78,3,4,4,1,3,1,1,4,5,3,,,,,30000.0,3,3,1,2,3,2,2,2,2,49,-0.13169416746676424
156,5,2,16,47,79,2015,2,1953,1,1,1,3,0,1,120.0,155,115,1,1,1,1,2,5,1,3,5,4,,,,,60000.0,7,3,1,1,3,3,1,3,-8,62,-0.0502752802931453
157,5,1,17,48,80,2015,1,1953,1,1,1,10,15000,4,117.0,170,130,4,5,5,4,1,4,2,4,5,5,,,,,20000.0,2,3,1,2,3,2,1,3,2,62,-0.172299282820249
158,2,1,12,33,62,2015,2,1961,1,0,6,6,0,1,100.0,151,63,2,2,3,1,2,4,1,1,5,5,,,,,-2.0,2,2,1,2,3,3,1,3,-8,54,-0.24984376023576593
159,3,1,24,70,110,2015,1,1973,1,1,3,3,50000,1,10.0,167,120,4,3,4,1,2,3,1,2,3,1,5.0,28.0,1.0,3.0,50000.0,1,2,1,2,7,3,3,3,2,42,-0.046811531407412746
160,3,2,31,86,129,2015,1,1962,1,1,1,4,11000,1,70.0,164,120,2,1,3,1,4,3,2,5,4,4,,,,,11000.0,2,2,1,2,3,3,3,4,3,53,-0.20517148128600335
161,4,2,24,71,111,2015,1,1970,1,1,1,4,36000,1,200.0,170,120,4,4,4,1,4,1,1,3,6,1,5.0,25.0,2.0,3.0,-2.0,3,3,1,2,3,2,2,4,2,45,-0.22340244169068876
162,5,1,12,32,57,2015,2,1956,1,1,1,6,12000,1,95.0,150,100,3,5,5,1,4,4,1,4,5,4,,,,,300000.0,5,2,1,2,3,1,2,4,2,59,0.7567858040768232
163,5,1,31,87,131,2015,1,1952,1,0,1,4,660,1,90.0,168,156,5,5,3,1,2,4,1,4,3,4,,,,,15000.0,3,2,1,2,3,2,2,4,2,63,-0.19946189369801345
164,5,2,18,54,88,2015,2,1951,1,1,1,1,1000,1,200.0,165,110,5,3,2,1,1,1,1,5,6,4,,,,,1000.0,7,3,1,2,3,2,2,5,1,64,-0.24577659663852144
165,4,1,4,7,16,2015,2,1982,1,1,1,13,60000,4,93.0,162,104,4,5,5,2,2,3,3,3,5,1,3.0,7.0,1.0,3.0,120000.0,4,3,1,1,3,2,2,3,3,33,0.19335541182776336
166,4,1,10,27,50,2015,2,1987,1,1,1,1,-3,1,120.0,160,110,3,4,4,1,4,4,2,4,3,1,3.0,6.0,1.0,3.0,-3.0,3,3,1,1,3,2,2,4,2,28,-0.24984928970847595
167,4,1,12,32,56,2015,1,1974,1,1,1,6,40000,1,50.0,173,110,4,4,3,2,2,3,2,4,4,1,1.0,3.0,1.0,4.0,30000.0,4,2,1,2,3,3,2,2,-8,41,-0.12067695140768495
168,4,1,22,66,106,2015,1,1970,1,1,1,1,20000,1,50.0,173,140,4,4,4,1,2,2,1,2,3,1,3.0,-2.0,1.0,3.0,20000.0,3,3,0,2,3,2,2,4,2,45,-0.1686268774669003
169,4,1,10,25,47,2015,2,1980,1,1,1,6,15000,1,140.0,159,115,4,5,2,2,4,5,4,3,4,1,8.0,17.0,2.0,4.0,75000.0,3,3,2,2,3,2,2,3,2,35,0.010632392737081857
170,4,2,22,66,105,2015,2,1951,1,1,1,3,20000,1,100.0,162,114,2,5,5,1,5,4,1,4,5,5,,,,,20000.0,6,3,2,2,3,3,2,4,2,64,-0.1686268774669003
171,2,2,2,4,11,2015,1,1968,1,1,1,3,6000,1,60.0,160,110,2,3,2,1,2,2,1,4,3,3,,,,,5000.0,2,2,1,2,7,3,2,-8,3,47,-0.22880006942742448
172,2,2,9,23,45,2015,2,1977,1,1,1,1,10000,1,160.0,150,120,4,4,5,1,2,3,1,4,4,6,,,,,10000.0,3,3,1,2,2,3,2,3,3,38,-0.2092319928203851
173,4,1,12,33,62,2015,2,1970,1,0,6,3,0,1,120.0,150,120,3,3,3,1,2,3,1,4,5,1,5.0,5.0,2.0,4.0,-2.0,1,3,1,2,3,2,1,3,2,45,-0.24984376023479923
174,5,1,30,85,128,2015,1,1937,1,0,4,4,37500,4,68.9,176,140,4,4,4,2,1,3,2,4,5,5,,,,,72600.0,3,3,1,2,3,2,2,5,1,78,0.01917574371192188
175,3,2,21,64,101,2015,2,1964,1,1,3,1,20000,1,120.0,158,132,2,2,3,1,4,4,2,2,4,2,,,,,40000.0,3,3,1,2,3,3,1,3,3,51,-0.10210626817332548
176,4,2,4,7,22,2015,1,1988,1,0,1,3,40000,1,40.0,167,104,3,3,4,1,2,3,4,3,1,1,5.0,14.0,1.0,1.0,40000.0,3,2,1,2,3,2,1,4,2,27,-0.08741664676089748
177,3,2,18,52,85,2015,1,1963,1,1,1,4,8000,1,300.0,174,130,3,3,4,1,5,3,1,4,4,2,,,,,13000.0,3,2,1,2,3,3,1,3,2,52,-0.20072286356865504
178,4,1,11,29,52,2015,2,1989,1,1,1,13,0,4,24.0,165,110,5,4,5,5,3,4,4,3,-8,6,,,,,-2.0,3,2,0,2,1,2,-8,3,-8,26,-0.24984376023576593
179,4,2,21,64,100,2015,1,1950,1,1,1,3,20000,1,134.0,168,120,3,3,3,1,4,3,1,4,5,3,,,,,20000.0,1,3,1,2,4,2,2,4,2,65,-0.1686268774669003
180,5,1,30,85,128,2015,1,1991,1,1,2,12,800,2,115.0,180,145,4,3,4,2,3,3,3,4,-8,1,9.0,-1.0,1.0,2.0,60000.0,4,3,2,1,1,3,2,4,3,24,-0.049687695436609516
181,2,2,19,57,92,2015,1,1975,1,1,1,3,12500,1,600.0,170,130,4,3,3,2,4,2,1,2,1,1,3.0,25.0,1.0,3.0,30000.0,4,1,1,2,3,3,3,4,2,40,-0.14087518085206935
182,4,2,2,2,9,2015,2,1993,8,1,1,4,0,1,200.0,158,100,3,4,4,1,2,4,1,3,6,4,,,,,-2.0,7,4,1,2,3,2,1,3,-8,22,-0.2498437602338325
183,2,2,8,19,41,2015,1,1985,4,0,1,4,500,1,60.0,170,118,1,1,3,1,3,3,1,4,2,2,,,,,12000.0,2,2,1,2,3,3,2,3,3,30,-0.20955750206335677
184,4,2,31,89,134,2015,2,1963,1,1,1,3,0,1,60.0,158,95,4,4,5,1,2,3,1,4,7,4,,,,,30000.0,2,3,1,2,3,2,2,4,2,52,-0.1500561942335076
185,5,2,16,45,76,2015,1,1992,1,1,1,12,15000,2,115.0,174,114,2,5,3,1,2,3,3,4,5,1,3.0,1.0,1.0,3.0,130000.0,4,3,1,2,1,2,2,3,4,23,0.19356406829441272
186,5,2,9,23,45,2015,2,1995,1,1,1,4,24000,1,320.0,163,102,5,5,5,1,2,3,1,2,5,5,,,,,100000.0,5,3,1,2,3,2,2,4,-8,20,0.10039348399007803
187,4,2,28,81,121,2015,1,1982,1,1,1,6,30000,-8,180.0,168,100,4,3,4,1,2,3,-8,3,4,1,5.0,10.0,1.0,3.0,60000.0,5,2,2,2,3,2,1,3,2,33,-0.028240848174020002
188,4,2,15,43,74,2015,2,1957,1,1,1,1,2000,1,200.0,160,125,4,4,4,1,4,2,1,4,5,3,,,,,100000.0,6,4,1,2,3,2,1,4,2,58,0.08423490043631057
189,3,1,31,89,134,2015,1,1939,1,1,1,4,2000,1,60.0,165,110,2,3,2,1,2,4,1,4,2,4,,,,,4000.0,2,1,0,2,3,3,2,4,3,76,-0.23506402417574884
190,4,1,10,25,47,2015,2,1974,1,1,1,12,40000,1,110.0,158,110,4,4,4,2,2,3,3,4,5,1,3.0,18.0,1.0,3.0,100000.0,3,3,1,1,3,2,2,4,2,41,0.11214518112079379
191,4,1,7,18,38,2015,1,1974,1,1,1,12,60000,4,70.0,165,160,4,5,5,2,3,4,3,4,6,1,3.0,19.0,1.0,2.0,80000.0,3,3,1,1,3,-8,2,-8,3,41,0.06031419324061358
192,4,2,16,45,76,2015,1,1963,1,1,1,4,80000,1,100.0,175,65,4,4,4,1,3,3,2,4,6,3,,,,,100000.0,3,4,1,2,3,2,1,3,2,52,0.14152442394854983
193,4,2,10,24,46,2015,2,1934,4,0,2,1,3000,1,100.0,150,120,5,4,4,1,3,4,1,5,4,5,,,,,3000.0,1,3,1,2,7,3,2,5,2,81,-0.23765557356782452
194,4,1,13,36,67,2015,2,1991,1,1,1,9,-2,2,30.0,165,107,5,5,5,1,4,4,3,4,4,1,3.0,6.0,1.0,3.0,90000.0,3,3,2,2,1,1,1,4,1,24,0.04950416468507565
195,4,2,23,68,108,2015,1,1964,1,1,1,3,1000,1,200.0,167,140,4,5,4,1,4,5,1,4,2,3,,,,,4000.0,3,1,1,2,3,3,1,4,2,51,-0.23579850524641857
196,2,2,29,84,127,2015,2,1970,1,1,1,3,6500,1,80.0,156,100,4,3,3,1,3,4,1,2,6,3,,,,,14000.0,2,4,1,2,3,3,1,5,3,45,-0.19849855470804748
197,5,1,19,57,91,2015,2,1927,1,0,9,3,24000,1,40.0,150,93,3,2,5,5,3,4,1,4,5,5,,,,,24000.0,1,3,1,2,7,2,2,-8,2,88,-0.15238483132550643
198,4,1,1,1,6,2015,1,1947,1,1,1,6,42000,1,63.5,158,130,4,4,5,5,2,4,2,4,6,5,,,,,90000.0,1,4,1,2,3,2,2,4,2,68,0.08035383861631253
199,5,1,19,57,93,2015,1,1987,1,1,1,3,20000,1,140.0,178,120,2,3,4,1,1,4,4,4,2,1,2.0,10.0,1.0,2.0,30000.0,9,1,0,2,3,2,1,4,2,28,-0.1353665728220463
200,4,1,27,80,120,2015,1,1962,1,1,1,6,5000,1,45.0,172,150,3,3,5,2,1,5,1,4,1,5,,,,,8000.0,2,2,0,2,3,2,3,3,2,53,-0.21955645910405794
201,3,2,31,88,133,2015,2,1958,1,1,1,4,3000,1,60.0,154,108,2,3,3,1,2,2,1,3,2,5,,,,,20000.0,4,2,1,2,3,2,1,3,2,57,-0.1811130556692525
202,4,1,1,1,5,2015,1,1972,1,1,1,10,50000,1,80.0,172,120,3,5,4,2,3,3,3,3,6,1,1.0,-3.0,1.0,1.0,80000.0,3,3,-3,2,3,2,2,3,3,43,0.05296938253391625
203,4,2,9,20,42,2015,2,1989,1,1,1,-8,60000,1,140.0,165,100,5,3,3,1,3,3,3,4,6,1,3.0,-2.0,1.0,3.0,95000.0,2,3,1,2,3,3,3,4,2,26,0.11020465021079474
204,2,1,31,87,130,2015,2,1958,1,1,1,3,0,1,30.0,156,110,1,1,3,1,2,4,1,3,1,4,,,,,-3.0,-1,1,0,2,3,3,3,4,3,57,-0.2498470862671973
205,3,2,13,37,68,2015,1,1953,1,1,1,4,500,1,240.0,160,150,3,2,2,1,2,4,1,2,5,2,,,,,25000.0,5,3,1,2,3,3,2,-8,-8,62,-0.1663191060215664
206,4,1,1,1,8,2015,1,1954,1,1,1,4,48000,4,12.0,180,163,4,5,5,2,2,3,3,4,5,5,,,,,84000.0,2,3,0,2,3,3,2,3,3,61,0.06480454225129176
207,5,2,8,19,41,2015,2,1958,4,0,8,1,20000,1,68.0,156,120,4,5,5,1,2,3,2,5,3,4,,,,,20000.0,2,3,0,2,3,2,1,3,2,57,-0.1686268774669003
208,2,1,13,37,68,2015,2,1978,1,1,1,3,0,1,109.0,153,122,2,3,3,1,3,3,5,2,3,5,,,,,-2.0,3,2,1,2,3,3,3,3,-8,37,-0.24984376023576593
209,4,2,5,9,25,2015,2,1963,1,1,1,3,10000,1,70.0,160,130,3,5,5,1,2,2,1,4,5,3,,,,,30000.0,4,3,1,2,3,2,1,4,2,52,-0.14271138352681023
210,4,1,9,23,45,2015,1,1942,1,1,1,3,1700,1,124.0,168,130,4,5,4,2,3,4,1,4,2,5,,,,,50000.0,4,3,1,2,3,2,2,4,3,73,-0.0822869671197942
211,4,1,5,8,24,2015,2,1957,1,0,1,6,20000,1,40.0,163,120,2,3,3,2,3,4,4,4,1,5,,,,,40000.0,2,2,1,2,3,3,1,2,2,58,-0.10210626817429218
212,4,1,6,15,31,2015,1,1969,1,1,1,6,120000,1,120.0,160,120,3,3,3,1,2,2,2,4,3,3,,,,,120000.0,2,3,1,2,3,2,2,4,2,46,0.23742427606794733
213,4,1,31,86,129,2015,2,1968,1,1,1,3,30000,1,55.0,152,110,4,5,5,1,2,1,1,4,3,1,3.0,6.0,1.0,2.0,50000.0,2,3,1,2,3,2,1,-8,2,47,-0.06150115281984074
214,3,1,13,37,68,2015,1,1985,1,1,1,3,-2,1,110.0,171,120,5,5,3,1,2,4,1,3,3,1,1.0,10.0,1.0,1.0,-2.0,2,2,1,1,1,3,2,3,3,30,-0.2498452291979073
215,4,2,26,74,114,2015,2,1958,1,1,1,3,-1,1,160.0,155,90,4,5,5,1,4,3,1,1,3,3,,,,,5000.0,3,3,1,2,3,2,2,3,3,57,-0.23320769033154679
216,5,1,24,71,111,2015,1,1977,1,0,3,12,60000,1,100.0,165,100,5,5,3,2,2,3,1,4,3,1,3.0,16.0,1.0,3.0,200000.0,1,4,3,2,3,3,2,5,2,38,0.4594378490030294
217,3,2,18,52,85,2015,2,1990,1,1,1,3,5000,1,100.0,145,80,4,4,4,1,3,4,1,2,4,2,,,,,20000.0,5,2,1,2,3,3,3,4,2,25,-0.17964409352791302
218,5,1,6,16,32,2015,1,1973,1,1,1,4,25000,1,90.0,168,130,4,4,4,4,2,2,2,4,4,1,2.0,21.0,1.0,4.0,60000.0,4,3,1,2,3,2,3,4,3,42,-0.03191325352640195
219,3,1,1,1,5,2015,2,1975,1,1,1,6,25000,1,27.0,156,115,4,4,4,2,3,3,3,1,6,1,3.0,20.0,1.0,2.0,60000.0,3,2,1,2,3,3,3,4,3,40,-0.03191325352736867
220,4,1,7,18,39,2015,2,1966,1,1,1,4,14000,1,70.0,165,150,4,5,5,4,2,2,1,2,5,1,3.0,11.0,1.0,3.0,54800.0,2,2,2,2,3,2,2,4,3,49,-0.0572879037210652
221,5,1,21,61,97,2015,1,1954,1,1,1,6,20000,1,200.0,170,158,2,4,5,5,3,3,3,4,5,1,3.0,37.0,-8.0,-8.0,100000.0,2,4,3,1,3,2,2,4,1,61,0.09745555970836581
222,4,2,10,28,51,2015,1,1957,1,1,1,6,20000,1,110.0,180,158,4,5,4,1,3,3,3,4,5,3,,,,,60000.0,2,3,1,2,3,2,1,3,2,58,-0.035585658879750626
223,4,2,9,21,43,2015,2,1971,1,1,1,1,-1,1,100.0,155,106,2,3,2,1,3,2,1,2,5,5,,,,,10000.0,5,3,1,2,3,2,2,3,3,44,-0.21657753800815316
224,4,2,2,5,12,2015,1,1991,8,1,1,4,4000,1,120.0,170,120,4,4,4,1,4,4,1,4,3,3,,,,,4000.0,1,2,1,2,1,3,2,4,2,24,-0.23359506203344266
225,4,1,26,75,115,2015,1,1955,1,1,1,3,24000,1,80.0,170,110,4,3,3,1,3,3,3,2,5,5,,,,,72000.0,2,3,2,2,3,2,1,2,2,60,0.007264630979073229
226,4,1,31,86,129,2015,2,1948,1,1,1,4,12000,1,60.0,155,140,4,5,4,2,1,5,1,4,5,5,,,,,-2.0,2,3,1,2,3,2,2,-8,2,67,-0.24102998738676243
227,4,2,2,5,12,2015,2,1953,1,0,4,1,-2,1,120.0,160,90,4,4,5,1,3,4,1,4,3,3,,,,,-2.0,3,3,1,2,3,2,2,4,2,62,-0.2498452291969406
228,4,1,21,63,99,2015,2,1953,1,1,1,3,17000,1,67.0,167,130,2,2,3,4,2,2,2,4,3,1,2.0,25.0,1.0,4.0,57000.0,2,2,1,2,3,2,2,3,2,62,-0.04776719348676277
229,4,2,29,82,124,2015,1,1960,1,1,1,4,10000,1,40.0,161,100,2,2,3,1,2,3,1,4,2,3,,,,,20000.0,5,2,1,2,3,3,1,3,2,55,-0.1759716881745644
230,4,1,1,1,4,2015,1,1960,1,1,1,10,120000,1,107.0,178,190,3,5,5,2,4,4,4,4,7,1,3.0,35.0,1.0,2.0,150000.0,5,3,1,2,3,2,2,4,2,55,0.3372051900083096
231,4,1,11,31,54,2015,1,1993,1,1,1,12,2000,2,230.0,182,145,5,4,3,1,2,3,4,4,3,6,,,,,40000.0,4,3,1,2,1,2,1,3,-8,22,-0.11532692744538069
232,4,1,12,32,58,2015,2,1979,1,1,1,7,90000,1,56.0,157,108,4,5,5,5,3,5,2,4,6,1,2.0,8.0,1.0,1.0,130000.0,4,3,2,2,3,2,2,-8,2,36,0.2486501485946427
233,5,1,1,1,4,2015,1,1949,1,1,1,4,37200,1,52.7,174,144,5,5,5,2,3,3,1,4,5,5,,,,,66000.0,2,3,0,2,3,2,2,3,3,66,-0.0029964016761587445
234,5,2,8,19,41,2015,1,1964,4,0,1,4,10000,1,130.0,175,190,2,3,5,1,2,4,3,4,1,3,,,,,12000.0,2,2,1,2,3,3,3,3,-8,51,-0.2025799318919943
235,3,2,29,84,127,2015,2,1987,1,1,1,4,20000,1,25.0,163,114,5,5,4,1,2,2,3,4,2,1,2.0,10.0,1.0,4.0,40000.0,2,2,1,2,3,3,1,4,2,28,-0.10210626817429218
236,4,2,10,28,51,2015,1,1958,1,1,1,4,20000,4,50.0,179,170,4,5,4,1,3,3,4,2,3,3,,,,,40000.0,2,2,2,2,3,2,2,3,3,57,-0.10210626817429218
237,5,1,31,88,133,2015,1,1997,1,1,1,6,0,2,63.0,183,155,5,5,3,2,3,3,3,2,3,6,,,,,44400.0,3,2,1,2,1,2,2,3,-8,18,-0.10216135554310043
238,5,1,10,24,46,2015,2,1996,1,1,1,7,10000,1,100.0,160,110,4,5,5,1,4,4,4,1,6,1,3.0,1.0,1.0,3.0,10000.0,2,3,0,2,1,2,2,4,2,19,-0.2092319928203851
239,2,2,10,24,46,2015,1,1956,1,1,1,4,8000,4,150.0,173,140,3,2,2,5,2,4,3,4,2,2,,,,,8000.0,2,2,1,2,3,3,1,4,2,59,-0.21735301589204878
240,4,1,28,81,123,2015,2,1982,1,1,1,4,24000,1,130.0,160,110,4,5,5,4,1,4,1,4,5,1,3.0,10.0,1.0,3.0,-2.0,3,3,0,2,3,2,1,4,2,33,-0.23221621453872568
241,4,2,18,52,85,2015,1,1973,1,1,1,4,10000,1,200.0,173,140,5,5,4,1,3,3,1,4,3,2,,,,,20000.0,2,3,1,2,3,2,2,4,2,42,-0.17597168817359765
242,4,1,22,65,104,2015,2,1938,1,1,1,2,1900,1,60.0,155,148,3,3,5,2,2,4,1,2,5,5,,,,,1900.0,1,3,1,2,7,2,2,3,2,77,-0.24212213625670778
243,4,1,15,39,70,2015,1,1990,1,1,1,10,60000,2,200.0,172,125,4,4,4,1,4,3,3,4,5,1,3.0,3.0,1.0,2.0,180000.0,4,3,1,1,1,2,2,3,2,25,0.39291723970848785
244,4,2,19,56,90,2015,1,1970,1,1,1,4,20000,1,80.0,166,140,3,5,5,1,3,3,2,4,4,1,5.0,26.0,1.0,4.0,40000.0,3,2,1,2,3,2,2,5,3,45,-0.10210626817429218
245,3,2,28,81,122,2015,1,1976,1,1,2,3,10000,1,240.0,162,140,3,3,4,1,3,2,1,2,5,3,,,,,23000.0,4,3,2,2,3,2,1,3,3,39,-0.16599359677956144
246,3,1,12,32,58,2015,1,1964,1,1,4,6,-2,1,50.0,173,79,3,4,4,5,2,3,1,2,3,1,3.0,20.0,1.0,3.0,60000.0,3,2,0,2,3,2,1,3,4,51,-0.050276749256253354
247,5,1,1,1,4,2015,2,1952,1,1,1,10,69600,4,68.3,165,110,3,3,5,2,3,1,1,3,5,5,,,,,40800.0,2,3,1,2,3,2,2,3,2,63,-0.06301518269636372
248,4,1,24,70,110,2015,2,1938,1,0,1,3,6000,1,53.0,158,100,2,5,5,2,5,5,1,3,2,6,,,,,6000.0,1,2,1,2,7,3,2,4,3,77,-0.22547403896274568
249,4,2,26,74,114,2015,1,1972,1,1,3,1,4000,1,80.0,150,87,5,4,5,1,1,2,1,2,2,4,,,,,4000.0,2,2,1,2,6,3,2,3,2,43,-0.23359506203344266
250,5,1,11,30,53,2015,2,1988,1,1,1,10,24000,2,100.0,164,120,4,4,4,2,3,3,5,4,5,1,3.0,4.0,1.0,3.0,70000.0,4,4,1,2,3,2,1,4,2,27,0.0006125700506824537
251,4,1,10,26,48,2015,2,1954,1,1,1,6,2000,1,67.0,155,120,5,4,4,2,5,5,3,4,6,1,3.0,-2.0,2.0,3.0,15000.0,2,3,1,2,4,3,1,4,2,61,-0.19847768906234928
252,4,1,30,85,128,2015,1,1981,1,1,1,4,25000,1,97.0,172,160,3,5,5,2,2,2,2,1,7,1,3.0,1.0,1.0,3.0,25000.0,4,2,1,2,3,3,2,5,2,34,-0.14832431979112468
253,4,2,18,54,88,2015,1,1935,1,1,1,3,700,1,75.0,165,100,4,4,5,1,2,3,2,4,5,3,,,,,1000.0,2,2,1,2,3,2,2,4,2,80,-0.245996940960689
254,5,2,8,19,41,2015,1,1975,4,0,4,3,20000,1,154.0,175,130,5,5,4,4,4,2,1,5,10,2,,,,,40000.0,5,4,1,2,3,2,1,4,2,40,-0.10210626817235877
255,4,1,15,39,70,2015,1,1951,1,1,1,4,38000,1,54.0,172,160,3,4,4,5,3,2,2,4,5,5,,,,,78000.0,2,3,1,2,3,2,2,4,2,64,0.03750354875652197
256,4,1,1,1,8,2015,2,1954,1,0,4,4,36000,1,98.0,157,117,4,4,4,2,3,4,3,-8,6,1,4.0,-1.0,-8.0,-8.0,80000.0,2,3,2,2,3,2,3,3,2,61,0.04268664754453998
257,4,2,29,82,124,2015,1,1956,1,1,1,1,7000,1,70.0,178,145,3,3,4,1,3,2,1,3,3,3,,,,,14000.0,2,3,1,2,3,3,2,4,2,59,-0.19813131417367935
258,3,1,16,46,78,2015,2,1980,1,1,1,4,11000,1,17.0,156,120,3,3,3,1,2,3,3,4,3,1,5.0,-2.0,1.0,3.0,80000.0,1,2,1,2,3,3,2,4,3,35,0.02432462077682993
259,4,1,12,32,55,2015,1,1994,1,0,8,12,24000,4,80.0,176,160,4,5,5,8,3,4,4,4,2,1,3.0,1.0,1.0,3.0,240000.0,1,3,0,2,1,2,1,4,2,21,0.5660377490451022
260,4,2,22,66,106,2015,2,1954,1,1,1,1,10000,1,300.0,150,120,4,4,4,1,4,2,1,4,5,3,,,,,20000.0,3,3,1,2,3,3,2,3,2,61,-0.17597168817359765
261,4,2,29,82,124,2015,1,1991,1,1,1,9,10000,2,120.0,177,120,4,5,5,1,3,3,4,3,4,2,,,,,30000.0,3,2,1,2,1,3,2,4,2,24,-0.14271138352777696
262,4,1,10,26,48,2015,1,1970,1,1,1,13,60000,4,70.0,175,150,4,4,4,2,3,3,4,4,5,1,3.0,20.0,1.0,1.0,100000.0,3,4,2,1,3,1,3,4,3,45,0.1268348025351552
263,4,1,22,67,107,2015,2,1996,1,1,3,12,0,2,130.0,168,110,4,4,3,2,2,3,3,2,6,6,,,,,200000.0,3,4,1,2,1,2,1,3,-8,19,0.41536898476284567
